#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
4851	NOTCH1;NM_017617.5	9	-	139390512	139440248	139390512	139440248	34	139390512,139393340,139393553,139394993,139396189,139396442,139396713,139397623,139399114,139399751,139400968,139401157,139401746,139402396,139402673,139403311,139404174,139405094,139405593,139407462,139407833,139408951,139409731,139409924,139410422,139411713,139412193,139412578,139413032,139413884,139417291,139418158,139438465,139440167	139392020,139393458,139393721,139395309,139396375,139396550,139396950,139397792,139399566,139400343,139401101,139401435,139401899,139402601,139402847,139403533,139404423,139405267,139405733,139407596,139407999,139409164,139409862,139410178,139410556,139411847,139412399,139412754,139413286,139414027,139417650,139418441,139438564,139440248	nan	NOTCH1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51162	EGFL7;NM_016215.5	9	+	139562724	139566748	139562724	139566748	8	139562724,139562998,139564047,139564355,139564610,139565391,139566367,139566705	139562824,139563135,139564183,139564471,139564792,139565476,139566550,139566748	nan	EGFL7	nan	nan	0,0,0,0,0,0,0,0
7186	TRAF2;NM_021138.4	9	+	139793182	139820363	139793182	139820363	10	139793182,139794035,139794863,139802511,139804361,139810982,139814675,139815479,139818293,139820124	139793390,139794134,139794982,139802693,139804456,139811077,139814977,139815677,139818462,139820363	nan	TRAF2	nan	nan	0,0,0,0,0,0,0,0,0,0
2625	GATA3;NM_001002295.2	10	+	8097608	8115996	8097608	8115996	5	8097608,8100257,8105945,8111425,8115691	8097869,8100814,8106111,8111571,8115996	nan	GATA3	nan	nan	0,0,0,0,0
22852	ANKRD26;NM_014915.3	10	-	27294508	27389265	27294508	27389265	34	27294508,27295835,27301800,27303412,27306420,27311476,27313365,27317770,27318204,27322143,27323714,27326104,27326789,27328883,27332344,27333075,27335271,27337719,27342238,27349263,27349430,27350062,27352906,27355405,27356075,27366256,27366551,27368007,27371721,27375457,27381324,27382267,27382603,27389003	27294662,27295901,27302049,27303650,27306731,27311626,27313498,27317884,27318295,27322316,27324691,27326262,27326993,27329117,27332506,27333129,27335462,27337918,27342329,27349356,27349479,27350181,27353020,27355487,27356225,27366479,27366632,27368100,27371772,27375548,27381451,27382461,27382738,27389265	nan	ANKRD26	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799	KIF5B;NM_004521.3	10	-	32304446	32344911	32304446	32344911	25	32304446,32306060,32306969,32307233,32307419,32308775,32309939,32310143,32311057,32311765,32317345,32319990,32321623,32322762,32323607,32324439,32324807,32326171,32326437,32327080,32327695,32328244,32329301,32337381,32344765	32304597,32306297,32307094,32307325,32307500,32308897,32310069,32310225,32311195,32311974,32317509,32320217,32321712,32322976,32323776,32324605,32324932,32326316,32326545,32327156,32327764,32328369,32329395,32337489,32344911	nan	KIF5B	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5979	RET;NM_020975.6	10	+	43572696	43623727	43572696	43623727	20	43572696,43595896,43597779,43600389,43601813,43604468,43606644,43607536,43608290,43608993,43609917,43612021,43613810,43614968,43615518,43617383,43619108,43620320,43622012,43623549	43572789,43596180,43598087,43600651,43602029,43604688,43606923,43607682,43608421,43609133,43610194,43612189,43613938,43615203,43615661,43617474,43619266,43620440,43622180,43623727	nan	RET	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84159	ARID5B;NM_032199.3	10	+	63661458	63852799	63661458	63852799	10	63661458,63661907,63699931,63759839,63810636,63816865,63818991,63829448,63845450,63850610	63661499,63662182,63700177,63760090,63810769,63817087,63819064,63829566,63845669,63852799	nan	ARID5B	nan	nan	0,0,0,0,0,0,0,0,0,0
80312	TET1;NM_030625.3	10	+	70332085	70451581	70332085	70451581	11	70332085,70360727,70404444,70411592,70412247,70426791,70432641,70441145,70442582,70446102,70450554	70334019,70360801,70406772,70411703,70412361,70427023,70432812,70441255,70442740,70446474,70451581	nan	TET1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
657	BMPR1A;NM_004329.3	10	+	88635765	88683486	88635765	88683486	11	88635765,88649808,88651873,88659540,88659773,88671986,88676880,88678918,88681266,88683122,88683340	88635852,88649991,88651996,88659657,88659893,88672151,88677093,88679236,88681462,88683273,88683486	nan	BMPR1A	nan	nan	0,0,0,0,0,0,0,0,0,0,0
5728	PTEN;NM_000314.8	10	+	89624216	89725239	89624216	89725239	9	89624216,89653771,89685259,89690792,89692759,89711864,89717599,89720640,89725033	89624315,89653876,89685324,89690856,89693018,89712026,89717786,89720885,89725239	nan	PTEN	nan	nan	0,0,0,0,0,0,0,0,0
355	FAS;NM_000043.6	10	+	90750623	90774217	90750623	90774217	9	90750623,90762775,90767446,90768635,90770285,90770499,90771745,90773089,90773865	90750673,90762961,90767604,90768764,90770367,90770582,90771848,90773134,90774217	nan	FAS	nan	nan	0,0,0,0,0,0,0,0,0
2253	FGF8;NM_033163.5	10	-	103530075	103535667	103530075	103535667	6	103530075,103531209,103534478,103534876,103535486,103535615	103530386,103531336,103534679,103534983,103535543,103535667	nan	FGF8	nan	nan	0,0,0,0,0,0
51684	SUFU;NM_016169.4	10	+	104263899	104389922	104263899	104389922	12	104263899,104268915,104309716,104352328,104353382,104353739,104356886,104359179,104375014,104377036,104386921,104389812	104264101,104269070,104309873,104352491,104353488,104353832,104357060,104359311,104375169,104377195,104387010,104389922	nan	SUFU	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
9126	SMC3;NM_005445.4	10	+	112327564	112364070	112327564	112364070	29	112327564,112328685,112333454,112335083,112337168,112337582,112338375,112340651,112341670,112342309,112343131,112343588,112343930,112349352,112349639,112350159,112350738,112352820,112356145,112357886,112359401,112360186,112360769,112361384,112361713,112362221,112362572,112362931,112363978	112327599,112328781,112333513,112335171,112337260,112337682,112338474,112340789,112341866,112342410,112343316,112343730,112344164,112349476,112349759,112350340,112350900,112352991,112356318,112358058,112359580,112360314,112360898,112361652,112361946,112362433,112362770,112363058,112364070	nan	SMC3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6934	TCF7L2;NM_001367943.1	10	+	114710505	114925741	114710505	114925741	15	114710505,114710955,114711231,114724304,114799773,114900932,114903671,114905759,114910746,114911473,114912081,114917769,114918415,114919668,114925303	114710714,114711042,114711376,114724393,114799895,114901085,114903794,114905866,114910892,114911653,114912209,114917838,114918486,114919761,114925741	nan	TCF7L2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263	FGFR2;NM_000141.5	10	-	123239360	123353341	123239360	123353341	17	123239360,123243201,123244898,123246857,123247494,123256035,123257998,123260329,123263293,123274620,123276822,123279482,123298095,123310793,123324005,123324941,123353212	123239545,123243327,123245056,123246948,123247637,123256246,123258129,123260471,123263465,123274843,123276987,123279693,123298239,123310983,123324103,123325228,123353341	nan	FGFR2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3265	HRAS;NM_005343.4	11	-	532625	534332	532625	534332	4	532625,533442,533755,534201	532765,533622,533954,534332	nan	HRAS	nan	nan	0,0,0,0
3481	IGF2;NM_000612.6	11	-	2154206	2156763	2154206	2156763	3	2154206,2154736,2156586	2154463,2154905,2156763	nan	IGF2	nan	nan	0,0,0
4004	LMO1;NM_002315.3	11	-	8246152	8284919	8246152	8284919	4	8246152,8248511,8251827,8284874	8246278,8248657,8252061,8284919	nan	LMO1	nan	nan	0,0,0,0
4654	MYOD1;NM_002478.5	11	+	17741319	17743065	17741319	17743065	3	17741319,17742438,17742791	17741969,17742537,17743065	nan	MYOD1	nan	nan	0,0,0
2188	FANCF;NM_022725.4	11	-	22646221	22647366	22646221	22647366	1	22646221	22647366	nan	FANCF	nan	nan	0
7490	WT1;NM_024426.6	11	-	32410593	32456916	32410593	32456916	10	32410593,32413507,32414201,32417792,32421483,32438025,32439112,32449491,32450032,32456235	32410735,32413620,32414311,32417963,32421600,32438096,32439210,32449614,32450175,32456916	nan	WT1	nan	nan	0,0,0,0,0,0,0,0,0,0
54949	SDHAF2;NM_017841.4	11	+	61197608	61213553	61197608	61213553	4	61197608,61205086,61205465,61213402	61197664,61205330,61205595,61213553	nan	SDHAF2	nan	nan	0,0,0,0
8986	RPS6KA4;NM_003942.3	11	+	64126697	64138962	64126697	64138962	17	64126697,64126839,64127624,64127938,64128595,64128930,64129103,64129313,64132762,64135593,64135929,64136165,64136907,64137160,64137686,64138024,64138744	64126772,64126931,64127863,64128074,64128723,64129031,64129227,64129484,64132947,64135742,64136083,64136279,64137101,64137375,64137866,64138208,64138962	nan	RPS6KA4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221	MEN1;NM_001370259.2	11	-	64571795	64577591	64571795	64577591	9	64571795,64572495,64573096,64573693,64574472,64574640,64575013,64575352,64577126	64572298,64572680,64573252,64573850,64574580,64574701,64575162,64575581,64577591	nan	MEN1	nan	nan	0,0,0,0,0,0,0,0,0
6199	RPS6KB2;NM_003952.3	11	+	67196006	67202650	67196006	67202650	15	67196006,67196442,67196580,67196987,67198828,67200060,67200197,67200412,67200586,67200800,67201455,67201658,67201837,67202042,67202449	67196104,67196503,67196721,67197076,67198996,67200138,67200318,67200523,67200697,67200928,67201538,67201756,67201965,67202175,67202650	nan	RPS6KB2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595	CCND1;NM_053056.3	11	+	69456071	69466060	69456071	69466060	5	69456071,69457788,69458589,69462751,69465875	69456289,69458024,69458769,69462920,69466060	nan	CCND1	nan	nan	0,0,0,0,0
9965	FGF19;NM_005117.3	11	-	69514019	69518654	69514019	69518654	3	69514019,69518018,69518402	69514354,69518142,69518654	nan	FGF19	nan	nan	0,0,0
2249	FGF4;NM_002007.4	11	-	69588066	69589862	69588066	69589862	3	69588066,69588781,69589502	69588263,69588905,69589862	nan	FGF4	nan	nan	0,0,0
2248	FGF3;NM_005247.4	11	-	69625062	69633711	69625062	69633711	3	69625062,69631077,69633471	69625478,69631201,69633711	nan	FGF3	nan	nan	0,0,0
56946	EMSY;NM_001300942.2	11	+	76157972	76261200	76157972	76261200	21	76157972,76162891,76164347,76165782,76169216,76170966,76174854,76183597,76207248,76224419,76227175,76234188,76237495,76239301,76246928,76248828,76250632,76253249,76255292,76256830,76260985	76158062,76163011,76164442,76165844,76169412,76171139,76175134,76183894,76207523,76224589,76227366,76234345,76237689,76239520,76247113,76249004,76250694,76253421,76255876,76257351,76261200	nan	EMSY	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5058	PAK1;NM_002576.5	11	-	77034308	77103575	77034308	77103575	14	77034308,77043764,77047120,77048358,77051680,77054853,77060273,77064570,77066702,77069932,77085362,77090275,77090928,77103365	77034415,77043922,77047337,77048478,77051818,77054986,77060342,77064654,77066897,77070072,77085420,77090443,77091049,77103575	nan	PAK1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
8726	EED;NM_003797.5	11	+	85956261	85989577	85956261	85989577	12	85956261,85961327,85963179,85966253,85967418,85968546,85975203,85977114,85979487,85988011,85988949,85989430	85956395,85961500,85963292,85966339,85967564,85968648,85975315,85977268,85979613,85988190,85989043,85989577	nan	EED	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
4361	MRE11;NM_005591.4	11	-	94153280	94225977	94153280	94225977	19	94153280,94163066,94168987,94170332,94178965,94180374,94189431,94192563,94194091,94197268,94200968,94203626,94204729,94209444,94211890,94212829,94219079,94223988,94225937	94153357,94163162,94169075,94170411,94179069,94180614,94189514,94192757,94194212,94197415,94201069,94203818,94204935,94209579,94212052,94212937,94219260,94224141,94225977	nan	MRE11	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5241	PGR;NM_000926.4	11	-	100909836	100999811	100909836	100999811	8	100909836,100912665,100920649,100922144,100933167,100962480,100996727,100998154	100910012,100912843,100920800,100922309,100933493,100962617,100996899,100999811	nan	PGR	nan	nan	0,0,0,0,0,0,0,0
10413	YAP1;NM_001130145.3	11	+	101981569	102100681	101981569	102100681	9	101981569,101984864,102033176,102056738,102076613,102080237,102094342,102098189,102100422	101981910,101985135,102033312,102056872,102076815,102080305,102094493,102098322,102100681	nan	YAP1	nan	nan	0,0,0,0,0,0,0,0,0
330	BIRC3;NM_001165.5	11	+	102195230	102207843	102195230	102207843	8	102195230,102196186,102198772,102199617,102201719,102206686,102207480,102207629	102196103,102196306,102198871,102199686,102201982,102206961,102207542,102207843	nan	BIRC3	nan	nan	0,0,0,0,0,0,0,0
472	ATM;NM_000051.4	11	+	108098341	108236245	108098341	108236245	62	108098341,108098492,108099894,108106386,108114669,108115504,108117680,108119649,108121417,108122553,108123533,108124530,108126931,108128197,108129702,108137887,108139126,108141780,108141967,108143248,108143438,108150207,108151711,108153426,108154943,108158316,108159693,108160318,108163335,108164029,108165643,108168003,108170430,108172364,108173569,108175391,108178613,108180876,108183127,108186539,108186727,108188089,108190670,108192017,108196026,108196774,108198361,108199737,108200930,108202160,108202595,108203478,108204602,108205685,108206561,108213938,108216459,108217995,108224482,108225527,108235798,108236041	108098433,108098625,108100060,108106571,108114855,108115763,108117864,108119839,108121809,108122768,108123649,108124776,108127077,108128343,108129812,108138079,108139346,108141883,108142143,108143344,108143589,108150345,108151905,108153616,108155210,108158452,108159840,108160538,108163530,108164214,108165796,108168119,108170622,108172526,108173766,108175589,108178721,108181052,108183235,108186648,108186850,108188258,108190795,108192157,108196281,108196962,108198495,108199975,108201158,108202294,108202774,108203637,108204705,108205846,108206698,108214108,108216645,108218102,108224617,108225611,108235955,108236245	nan	ATM	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6392	SDHD;NM_003002.4	11	+	111957621	111965704	111957621	111965704	4	111957621,111958570,111959580,111965518	111957693,111958707,111959745,111965704	nan	SDHD	nan	nan	0,0,0,0
4297	KMT2A;NM_001197104.2	11	+	118307217	118392897	118307217	118392897	36	118307217,118339479,118342366,118347509,118348671,118350878,118352419,118353126,118354887,118355566,118359318,118360496,118360833,118361900,118362448,118363761,118364992,118365398,118366404,118366965,118368640,118369074,118370007,118370539,118371691,118372376,118373102,118378233,118379840,118380652,118382655,118390322,118390661,118391506,118391992,118392601	118307669,118339569,118345040,118347707,118348926,118350963,118352817,118353220,118355039,118355700,118359485,118360612,118360974,118362043,118362653,118363955,118365123,118365492,118366618,118367092,118368798,118369253,118370145,118370638,118371872,118372582,118377371,118378334,118379925,118380843,118382750,118390517,118390789,118391610,118392142,118392897	nan	KMT2A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867	CBL;NM_005188.4	11	+	119077117	119170501	119077117	119170501	16	119077117,119103147,119142434,119144567,119145531,119146696,119148456,119148865,119149209,119155668,119155888,119158551,119167617,119168083,119169057,119170194	119077332,119103415,119142601,119144744,119145673,119146854,119148564,119149017,119149433,119155820,119156286,119158666,119167754,119168201,119169260,119170501	nan	CBL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111	CHEK1;NM_001114122.2	11	+	125496653	125525225	125496653	125525225	12	125496653,125497491,125499116,125499275,125503047,125505313,125507333,125513676,125513975,125514396,125523630,125525109	125496738,125497735,125499201,125499365,125503256,125505438,125507449,125513805,125514173,125514548,125523752,125525225	nan	CHEK1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
2113	ETS1;NM_001143820.2	11	-	128332245	128443035	128332245	128443035	9	128332245,128333393,128350075,128354707,128355953,128359174,128360341,128426175,128442946	128332481,128333532,128350356,128354976,128356051,128359395,128360481,128426340,128443035	nan	ETS1	nan	nan	0,0,0,0,0,0,0,0,0
2313	FLI1;NM_002017.5	11	+	128564143	128680893	128564143	128680893	9	128564143,128627999,128638002,128642666,128651842,128675250,128677064,128679041,128680343	128564181,128628231,128638177,128642890,128651928,128675336,128677144,128679109,128680893	nan	FLI1	nan	nan	0,0,0,0,0,0,0,0,0
5927	KDM5A;NM_001042603.3	12	-	394611	498267	394611	498267	28	394611,401914,404728,406196,416101,416609,418958,420040,422211,427261,430150,431572,432237,432755,437990,440974,442642,443396,459776,461360,463231,464313,465587,472118,475089,493186,495052,498082	394838,402345,404969,406376,416265,417181,419140,420240,422370,427637,430285,431743,432382,432957,438205,441114,442825,443598,459955,461500,463410,464425,465713,472273,475280,493329,495150,498267	nan	KDM5A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5893	RAD52;NM_134424.4	12	-	1022546	1042234	1022546	1042234	11	1022546,1023049,1023586,1025499,1025794,1034605,1036300,1038974,1039206,1040375,1042130	1022628,1023297,1023708,1025659,1025996,1034701,1036439,1039062,1039320,1040497,1042234	nan	RAD52	nan	nan	0,0,0,0,0,0,0,0,0,0,0
894	CCND2;NM_001759.4	12	+	4383196	4409185	4383196	4409185	5	4383196,4385160,4387915,4397997,4409015	4383411,4385396,4388095,4398166,4409185	nan	CCND2	nan	nan	0,0,0,0,0
8074	FGF23;NM_020638.3	12	-	4479498	4488758	4479498	4488758	3	4479498,4481749,4488527	4479959,4481873,4488758	nan	FGF23	nan	nan	0,0,0
2251	FGF6;NM_020996.2	12	-	4543370	4554746	4543370	4554746	3	4543370,4553288,4554380	4543567,4553412,4554746	nan	FGF6	nan	nan	0,0,0
1108	CHD4;NM_001273.5	12	-	6679831	6715549	6679831	6715549	39	6679831,6680024,6682229,6686940,6687184,6687564,6688001,6690199,6690446,6690804,6691292,6691770,6692003,6692182,6692353,6696539,6696867,6697453,6700621,6700849,6701071,6701548,6701851,6702246,6702571,6703614,6704489,6705161,6707049,6707377,6708928,6709372,6709689,6710081,6710444,6710803,6711115,6711531,6715429	6679869,6680208,6682445,6687093,6687313,6687722,6688093,6690349,6690564,6690990,6691457,6691924,6692112,6692289,6692554,6696735,6697125,6697598,6700759,6701001,6701233,6701742,6701993,6702404,6702792,6703826,6704606,6705313,6707275,6707601,6709188,6709571,6709845,6710229,6710706,6710942,6711351,6711673,6715549	nan	CHD4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120	ETV6;NM_001987.5	12	+	11803051	12043990	11803051	12043990	8	11803051,11905373,11992063,12006350,12022347,12037368,12038849,12043864	11803104,11905523,11992248,12006505,12022913,12037531,12038970,12043990	nan	ETV6	nan	nan	0,0,0,0,0,0,0,0
1027	CDKN1B;NM_004064.5	12	+	12870763	12871890	12870763	12871890	2	12870763,12871748	12871258,12871890	nan	CDKN1B	nan	nan	0,0
5288	PIK3C2G;NM_001288772.2	12	+	18435005	18800972	18435005	18800972	32	18435005,18439770,18443778,18446824,18466885,18473885,18477958,18491349,18496250,18499564,18515687,18524103,18534689,18544045,18552582,18573864,18576868,18641372,18644374,18648985,18650542,18656204,18658215,18691079,18699246,18715626,18716300,18719872,18747417,18762458,18793352,18800799	18435703,18439873,18443956,18446959,18467008,18473976,18478042,18491492,18496304,18499780,18515830,18524255,18534824,18544196,18552791,18573978,18576983,18641573,18644502,18649098,18650692,18656361,18658405,18691256,18699376,18715836,18716442,18720001,18747513,18762573,18793498,18800972	nan	PIK3C2G	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845	KRAS;NM_004985.5	12	-	25362718	25398328	25362718	25398328	4	25362718,25378537,25380157,25398197	25362855,25378717,25380356,25398328	nan	KRAS	nan	nan	0,0,0,0
440093	H3-5;NM_001013699.3	12	-	31944682	31945110	31944682	31945110	1	31944682	31945110	nan	H3-5	nan	nan	0
196528	ARID2;NM_152641.4	12	+	46123609	46298871	46123609	46298871	21	46123609,46123816,46124989,46205190,46211442,46215192,46230361,46230513,46231093,46231270,46233101,46240628,46242608,46243352,46243808,46254573,46285552,46285783,46287192,46287402,46298706	46123721,46123930,46125107,46205344,46211681,46215280,46230448,46230784,46231210,46231500,46233289,46240730,46242763,46243569,46246689,46254742,46285711,46285889,46287336,46287514,46298871	nan	ARID2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8085	KMT2D;NM_003482.4	12	-	49415552	49449117	49415552	49449117	54	49415552,49415815,49416052,49416362,49418350,49418582,49419954,49421575,49421781,49422600,49422833,49423173,49424052,49424373,49424665,49424947,49427839,49428182,49428354,49428584,49430897,49432994,49433207,49433496,49435427,49435689,49435861,49436333,49436513,49436848,49437135,49437407,49437640,49437972,49438175,49438516,49439692,49439837,49440032,49440381,49441737,49442431,49442877,49443454,49444658,49446336,49446687,49446979,49447248,49447750,49448079,49448300,49448672,49449048	49415665,49415944,49416146,49416668,49418501,49418739,49421115,49421723,49421934,49422751,49423029,49423269,49424232,49424561,49424826,49427757,49428092,49428269,49428459,49428728,49432782,49433151,49433410,49435328,49435498,49435783,49436123,49436438,49436671,49436979,49437221,49437575,49437791,49438097,49438315,49438758,49439760,49439967,49440217,49440583,49441862,49442562,49443011,49444583,49446217,49446502,49446865,49447114,49447434,49447933,49448209,49448544,49448819,49449117	nan	KMT2D	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6602	SMARCD1;NM_003076.5	12	+	50479142	50492793	50479142	50492793	13	50479142,50479933,50480393,50480528,50481135,50482293,50483656,50484013,50484265,50488209,50490622,50492486,50492719	50479339,50480141,50480456,50480671,50481278,50482430,50483778,50484195,50484383,50488365,50490765,50492608,50492793	nan	SMARCD1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
91	ACVR1B;NM_004302.5	12	+	52345517	52387904	52345517	52387904	9	52345517,52369038,52370100,52374742,52377772,52378965,52380591,52385636,52387758	52345628,52369298,52370369,52374993,52377960,52379142,52380736,52385787,52387904	nan	ACVR1B	nan	nan	0,0,0,0,0,0,0,0,0
2065	ERBB3;NM_001982.4	12	+	56474074	56495849	56474074	56495849	28	56474074,56477524,56478768,56480304,56481350,56481568,56481794,56482316,56482521,56486520,56486759,56487118,56487537,56487872,56488175,56489030,56489438,56490276,56490521,56490818,56491558,56492273,56492532,56493421,56493611,56493947,56494834,56495302	56474176,56477696,56478975,56480450,56481436,56481707,56481956,56482450,56482662,56486614,56486870,56487344,56487690,56487983,56488350,56489104,56489600,56490416,56490640,56491024,56491734,56492369,56492699,56493539,56493823,56494039,56495155,56495849	nan	ERBB3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665	NAB2;NM_005967.4	12	+	57483044	57488514	57483044	57488514	7	57483044,57484897,57486220,57486689,57486835,57487179,57488384	57483147,57485791,57486374,57486761,57486988,57487391,57488514	nan	NAB2	nan	nan	0,0,0,0,0,0,0
2735	GLI1;NM_005269.3	12	+	57857464	57865854	57857464	57865854	11	57857464,57857771,57858445,57858883,57859379,57859560,57860012,57861105,57861766,57863203,57864089	57857584,57857884,57858661,57859048,57859489,57859718,57860182,57861290,57862017,57863491,57865854	nan	GLI1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
1019	CDK4;NM_000075.4	12	-	58142297	58145510	58142297	58145510	7	58142297,58142954,58143226,58144428,58144695,58144979,58145272	58142410,58143110,58143297,58144558,58144883,58145135,58145510	nan	CDK4	nan	nan	0,0,0,0,0,0,0
4193	MDM2;NM_002392.5	12	+	69202247	69233639	69202247	69233639	11	69202247,69202977,69207323,69210581,69214094,69218132,69218324,69222540,69229598,69230441,69233043	69202281,69203082,69207418,69210735,69214164,69218220,69218441,69222721,69229774,69230539,69233639	nan	MDM2	nan	nan	0,0,0,0,0,0,0,0,0,0,0
10818	FRS2;NM_001278356.2	12	+	69962800	69968745	69962800	69968745	5	69962800,69964100,69965045,69965887,69967774	69962886,69964307,69965224,69966071,69968745	nan	FRS2	nan	nan	0,0,0,0,0
694	BTG1;NM_001731.3	12	-	92537845	92539321	92537845	92539321	2	92537845,92539153	92538233,92539321	nan	BTG1	nan	nan	0,0
3479	IGF1;NM_000618.5	12	-	102796274	102874169	102796274	102874169	4	102796274,102813276,102869410,102874086	102796354,102813478,102869587,102874169	nan	IGF1	nan	nan	0,0,0,0
10019	SH2B3;NM_005475.3	12	+	111855939	111886116	111855939	111886116	7	111855939,111884546,111884735,111884918,111885123,111885449,111885776	111856691,111884668,111884847,111885033,111885358,111885641,111886116	nan	SH2B3	nan	nan	0,0,0,0,0,0,0
5781	PTPN11;NM_002834.5	12	+	112856905	112942578	112856905	112942578	15	112856905,112884069,112888111,112890988,112892357,112893743,112910737,112915444,112915650,112919867,112924268,112926236,112926817,112939937,112942488	112856939,112884212,112888326,112891201,112892494,112893877,112910854,112915544,112915829,112920019,112924443,112926324,112926989,112940070,112942578	nan	PTPN11	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6926	TBX3;NM_005996.4	12	-	115109635	115121015	115109635	115121015	7	115109635,115111959,115114107,115115374,115117299,115118673,115120606	115110117,115112650,115114285,115115471,115117466,115118961,115121015	nan	TBX3	nan	nan	0,0,0,0,0,0,0
11021	RAB35;NM_006861.7	12	-	120535038	120554464	120535038	120554464	6	120535038,120536604,120536823,120541619,120546210,120554392	120535187,120536749,120536968,120541763,120546281,120554464	nan	RAB35	nan	nan	0,0,0,0,0,0
6927	HNF1A;NM_000545.8	12	+	121416561	121439005	121416561	121439005	10	121416561,121426625,121431312,121431956,121434054,121434333,121435266,121437060,121437275,121438857	121416907,121426845,121431519,121432218,121434226,121434555,121435478,121437202,121437440,121439005	nan	HNF1A	nan	nan	0,0,0,0,0,0,0,0,0,0
5426	POLE;NM_006231.4	12	-	133201272	133263911	133201272	133263911	49	133201272,133201480,133202220,133202692,133208890,133209239,133210761,133212467,133214589,133215700,133218222,133218752,133219081,133219395,133219799,133219982,133220412,133225504,133225881,133226252,133233711,133233924,133234443,133235870,133237544,133238102,133240579,133240945,133241877,133244078,133244931,133245210,133245386,133248790,133249202,133249739,133250150,133251973,133252310,133252669,133253121,133253938,133254153,133256072,133256529,133256753,133257182,133257713,133263829	133201406,133201590,133202366,133202913,133209104,133209391,133210974,133212620,133214735,133215894,133218447,133218993,133219325,133219592,133219926,133220156,133220573,133225668,133226111,133226485,133233854,133234025,133234566,133236105,133237760,133238280,133240744,133241058,133242046,133244244,133245098,133245333,133245535,133248918,133249435,133249873,133250303,133252113,133252416,133252800,133253249,133254039,133254315,133256247,133256642,133256818,133257283,133257875,133263911	nan	POLE	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26524	LATS2;NM_014572.3	13	-	21548998	21620175	21548998	21620175	7	21548998,21553819,21555594,21557352,21562009,21565400,21619813	21549513,21553946,21555797,21557955,21563453,21565553,21620175	nan	LATS2	nan	nan	0,0,0,0,0,0,0
